sourceProductId	variant	targetSlug	targetName	targetSku	sourceImageUrl	targetImageFile
4039	kids	ao-bong-da-tre-em-x24-bd-32-vang-031	Áo bóng đá trẻ em X24-BĐ-32 màu Vàng	X24-BD-DBX-KID-031	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-32-vang-031.webp	ao-bong-da-tre-em-x24-bd-32-vang-031.webp
4039	adult	ao-bong-da-nguoi-lon-x24-bd-32-vang-031	Áo bóng đá người lớn X24-BĐ-32 màu Vàng	X24-BD-DBX-ADULT-031	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-32-vang-031.webp	ao-bong-da-nguoi-lon-x24-bd-32-vang-031.webp
4040	kids	ao-bong-da-tre-em-x24-bd-32-xam-032	Áo bóng đá trẻ em X24-BĐ-32 màu Xám	X24-BD-DBX-KID-032	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-32-xam-032.webp	ao-bong-da-tre-em-x24-bd-32-xam-032.webp
4040	adult	ao-bong-da-nguoi-lon-x24-bd-32-xam-032	Áo bóng đá người lớn X24-BĐ-32 màu Xám	X24-BD-DBX-ADULT-032	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-32-xam-032.webp	ao-bong-da-nguoi-lon-x24-bd-32-xam-032.webp
4041	kids	ao-bong-da-tre-em-x24-bd-32-xanh-ve-chai-033	Áo bóng đá trẻ em X24-BĐ-32 màu Xanh ve chai	X24-BD-DBX-KID-033	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-32-xanh-ve-chai-033.webp	ao-bong-da-tre-em-x24-bd-32-xanh-ve-chai-033.webp
4041	adult	ao-bong-da-nguoi-lon-x24-bd-32-xanh-ve-chai-033	Áo bóng đá người lớn X24-BĐ-32 màu Xanh ve chai	X24-BD-DBX-ADULT-033	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-32-xanh-ve-chai-033.webp	ao-bong-da-nguoi-lon-x24-bd-32-xanh-ve-chai-033.webp
4042	kids	ao-bong-da-tre-em-x24-bd-070819-cam-034	Áo bóng đá trẻ em mẫu thiết kế riêng màu Cam	X24-BD-DBX-KID-034	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-070819-cam-034.webp	ao-bong-da-tre-em-x24-bd-070819-cam-034.webp
4042	adult	ao-bong-da-nguoi-lon-x24-bd-070819-cam-034	Áo bóng đá người lớn mẫu thiết kế riêng màu Cam	X24-BD-DBX-ADULT-034	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-070819-cam-034.webp	ao-bong-da-nguoi-lon-x24-bd-070819-cam-034.webp
4043	kids	ao-bong-da-tre-em-x24-bd-2cdc3f-den-035	Áo bóng đá trẻ em mẫu thiết kế riêng màu Đen	X24-BD-DBX-KID-035	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-2cdc3f-den-035.webp	ao-bong-da-tre-em-x24-bd-2cdc3f-den-035.webp
4043	adult	ao-bong-da-nguoi-lon-x24-bd-2cdc3f-den-035	Áo bóng đá người lớn mẫu thiết kế riêng màu Đen	X24-BD-DBX-ADULT-035	https://static.x24sport.vn/mayaobongro/ao-bong-ro-tre-em-x24-br-2cdc3f-den-035.webp	ao-bong-da-nguoi-lon-x24-bd-2cdc3f-den-035.webp
